id,episode,scene,characters,dialogue
2321,11,444,"Miki Koishikawa","¿Si? Aquí los Koishikawa"
2322,11,444,"Chiyako Koishikawa","¡Ah eres tú Miki!"
2323,11,444,"Miki Koishikawa",¡Chiyako!
2324,11,444,"Chiyako Koishikawa","Acabamos de recordarlo, queremos que felicites a Yuu por su cumpleaños de nuestra parte, nos vemos"
2325,11,445,"Yuu Matsuura","¿Quién era?"
2326,11,445,"Miki Koishikawa","Era Chiyako"
2327,11,445,"Miki Koishikawa","Que te dijera feliz cumpleaños de su parte"
2328,11,445,"Yuu Matsuura","Vaya, así que al final se han acordado"
2329,11,445,"Miki Koishikawa","¿Entonces de verdad es tu cumpleaños?"
2330,11,445,"Miki Koishikawa","Deberías habérmelo dicho"
2331,11,445,"Miki Koishikawa","Yo no tenía, ni idea, unos padres que se van de viaje olvidándose del cumpleaños de su hijo"
2332,11,445,"Miki Koishikawa","Menudos irresponsables"
2333,11,445,"Yuu Matsuura","Solo es un cumpleaños no es para tanto"
2334,11,445,"Miki Koishikawa","¿Cómo? Es algo que solo ocurre una vez al año"
2335,11,445,"Yuu Matsuura","Pues claro, ya lo sé"
2336,11,445,"Miki Koishikawa","¿Pero es que no lo entiendes?"
2337,11,445,"Miki Koishikawa","Sería estúpido pasar este día como si fuera otro más, celebremos los dos esta noche una fiesta de cumpleaños"
2338,11,445,"Yuu Matsuura","¿Eh? No, ni hablar, ya no soy un crío"
2339,11,445,"Yuu Matsuura","Además, tu cocina es peligrosa para la salud"
2340,11,445,"Miki Koishikawa","Pues compraremos platos preparados, pero no por eso vamos a tener la oportunidad de hacer una fiesta"
2341,11,445,"Yuu Matsuura","Bueno si te apetece tanto, hazlo"
2342,11,445,"Miki Koishikawa","¡Desde luego que lo haré!"
2343,11,446,"Miki Koishikawa","Seguro que sándwiches si sabré hacer"
2344,11,446,"Miki Koishikawa","300 g de pollo frito por favor"
2345,11,446,"Miki Koishikawa","O y ensalada de patata también"
2346,11,446,"Miki Koishikawa","Bien, ahora solo me falta pasar por una pastelería"
2347,11,446,"Miki Koishikawa","Sección de productos de pastelería"
2348,11,446,"Miki Koishikawa","Estupendo, con todas estas cosas hasta yo podría hacer una tarta"
2349,11,446,"Miki Koishikawa","Pastel preparado"
2350,11,446,"Miki Koishikawa","Lo único que deber hacer es mezclar los ingredientes, cualquiera puede hacer un buen pastel"
2351,11,447,"Yuu Matsuura",¡Genial!
2352,11,447,"Yuu Matsuura","¡Miki te has superado!"
2353,11,448,"Miki Koishikawa","¿Y si probara a ver?"
2354,11,449,"Arimi Suzuki","Puede que darle un regalo sea demasiado, así que solo le diré feliz cumpleaños"
2355,11,450,"Arimi Suzuki","¡Buenos días!"
2356,11,450,"Arimi Suzuki","¡Eh! ¡Que Yuu se ha tomado unos días libres!"
2357,11,450,"Takuji Kijima","Si, Sus padres se fueron ayer de viaje y creyó que no era buena idea dejar a Miki sola en casa"
2358,11,451,"Arimi Suzuki","Entonces, ¿esos dos están completamente solos?"
2359,11,452,"Takuji Kijima","Pero en cuanto regresen, volverá al trabajo"
2360,11,453,"Miki Koishikawa","Vaya, Al final parece que no me ha quedado nada mal"
2361,11,453,"Miki Koishikawa","Ahora, solo falta la tarta"
2362,11,453,"Miki Koishikawa","¡Que maravilla! ¡Ha quedado perfecta!"
2363,11,453,"Miki Koishikawa","¿Por qué?"
2364,11,453,"Miki Koishikawa","Si seguí las instrucciones al pie de la letra"
2365,11,453,"Miki Koishikawa","No abrir el horno hasta que se haya enfriado"
2366,11,453,"Miki Koishikawa","Ahora lo único que puedo hacer es arreglarlo con nata"
2367,11,453,"Miki Koishikawa","¡Ya está lista!"
2368,11,453,"Miki Koishikawa","¡Lo conseguí!"
2369,11,453,"Miki Koishikawa","¡Por fin!"
2370,11,454,"Yuu Matsuura","¿Has terminado?"
2371,11,454,"Miki Koishikawa","¡No puedes verlo hasta que esté todo listo!"
2372,11,454,"Miki Koishikawa",¡Vete!
2373,11,454,"Miki Koishikawa","Por favor"
2374,11,454,"Yuu Matsuura","Vale, vale seguiré tus instrucciones a rajatabla"
2375,11,455,"Miki Koishikawa","¡Yuu!, baja dentro de diez minutos, ¿quieres?"
2376,11,455,"Yuu Matsuura",Si
2377,11,456,"Miki Koishikawa","Es una fiesta solo para nosotros dos"
2378,11,456,"Miki Koishikawa","Tengo que arreglarme"
2379,11,456,"Miki Koishikawa","Bueno, ¿Hoy es un día especial no?"
2380,11,456,"Miki Koishikawa","Yuu, ¿Te darás cuenta?"
2381,11,457,"Yuu Matsuura","Vamos allá"
2382,11,458,"Yuu Matsuura","Vaya, vaya"
2383,11,458,"Yuu Matsuura","¡Qué buena pinta!"
2384,11,458,"Miki Koishikawa","¿Verdad? Creo que no me ha salido tan mal después de todo "
2385,11,458,"Miki Koishikawa","Si el pastel no hubiese salido tan canijo"
2386,11,458,"Yuu Matsuura","Que va, Lo has hecho todo muy bien ¡enhorabuena!"
2387,11,458,"Yuu Matsuura",¡Felicidades!
2388,11,458,"Miki Koishikawa","¿La luz de las velas es preciosa verdad?"
2389,11,458,"Miki Koishikawa","Parece como si nos absorbiera"
2390,11,459,"Miki Koishikawa","Hoy está más callado de lo normal"
2391,11,459,"Miki Koishikawa","Por qué no mira a las velas"
2392,11,459,"Miki Koishikawa","¿Y me mira a mí?"
2393,11,460,"Miki Koishikawa","Claro, qué tonta, el regalo"
2394,11,460,"Miki Koishikawa","Me había olvidado completamente de él, ¿qué prefieres?"
2395,11,460,"Yuu Matsuura","Ya tengo suficiente"
2396,11,460,"Yuu Matsuura","Este es el mejor regalo"
2397,11,461,"Miki Koishikawa","¿Quién demonios será?"
2398,11,461,"Miki Koishikawa",¡Maldición!
2399,11,462,"Arimi Suzuki","¡Feliz Cumpleaños Yuu!"
2400,11,462,"Arimi Suzuki","Rayos, eras tu Miki"
2401,11,462,"Arimi Suzuki","Vaya, he malgastado confeti"
2402,11,462,"Miki Koishikawa","Arimi, Ginta"
2403,11,462,"Arimi Suzuki","¿Qué tal Miki? Pareces sorprendida"
2404,11,462,"Ginta Suou",Hola
2405,11,462,"Yuu Matsuura","Hola hombre"
2406,11,462,"Arimi Suzuki","Es que mientras estábamos por ahí recordé que hoy era tu cumpleaños así que venimos a visitaros"
2407,11,462,"Arimi Suzuki","Bueno al fin y al cabo somos amigos ¿no? ¿Molestamos?"
2408,11,463,"Miki Koishikawa",Bastante
2409,11,464,"Yuu Matsuura","Claro, ¿Por qué no pasáis? Miki ha hecho mucha comida y nosotros dos no vamos a poder con toda"
2410,11,464,"Yuu Matsuura",Venid
2411,11,465,"Miki Koishikawa","Pero si esta fiesta iba a ser solo para nosotros"
2412,11,466,"Arimi Suzuki","¿Vosotros dos? ¿Y vuestros padres?"
2413,11,466,"Yuu Matsuura","Pues veréis, Es que se han ido todos juntos de viaje"
2414,11,466,"Ginta Suou","¿Cómo? ¿Entonces estáis los dos solos en la casa?"
2415,11,466,"Arimi Suzuki","¡Ala qué pasada!"
2416,11,466,"Miki Koishikawa","¡Oye guapa!"
2417,11,466,"Miki Koishikawa","No pienses cosas raras, nosotros no hemos hecho"
2418,11,466,"Miki Koishikawa","No hemos"
2419,11,467,"Ginta Suou","¡Ven un momento Matsuura!"
2420,11,468,"Arimi Suzuki","Quizá debí haberle dicho a Ginta que estaban solos"
2421,11,469,"Yuu Matsuura","Oye, Me haces daño"
2422,11,469,"Ginta Suou","Oye tú, No le habrás hecho nada a Miki ¿verdad? "
2423,11,469,"Yuu Matsuura","Pues claro que no le he hecho nada"
2424,11,469,"Ginta Suou","Bien, porque como le hagas algo raro yo te voy a"
2425,11,469,"Yuu Matsuura","¿Qué quieres decir con algo raro?"
2426,11,469,"Ginta Suou","¿Qué? Bueno, ya sabes"
2427,11,469,"Yuu Matsuura","Si no me lo dices cómo quieres que lo sepa ¿eh?"
2428,11,469,"Yuu Matsuura","¿Qué es lo que no puedo hacerle?"
2429,11,469,"Ginta Suou",Hombre
2430,11,469,"Ginta Suou","Ya sabes, pues eso"
2431,11,469,"Yuu Matsuura","Ya sabes, pues eso, ¿el que?"
2432,11,469,"Yuu Matsuura","Dímelo venga"
2433,11,469,"Ginta Suou","¡Oye!, ya sabes de lo que hablo, no seas tan pesado, ¡tú simplemente di que no se lo vas a hacer!"
2434,11,469,"Ginta Suou","¡Dilo venga!"
2435,11,470,"Yuu Matsuura","Es tan divertido hacerle rabiar"
2436,11,471,"Arimi Suzuki","Menos mal que he venido"
2437,11,471,"Arimi Suzuki","Si llego a aparecer un poco más tarde hubiera podido pasar algo entre ellos dos, así que quizá podemos estropear su relación"
2438,11,472,"Miki Koishikawa","¿Así que habías quedado con Ginta?"
2439,11,472,"Arimi Suzuki","Eso es, Hemos estado juntos todo el día"
2440,11,472,"Arimi Suzuki","Hemos ido a almorzar, visto tiendas y nos hemos parado charlar en una cafetería"
2441,11,472,"Arimi Suzuki","¡Lo hemos pasado bomba!"
2442,11,472,"Miki Koishikawa","¿De verdad?"
2443,11,473,"Arimi Suzuki","Claro que no, le llame para venir aquí o creías que te iba a dejar a solas con Yuu"
2444,11,474,"Miki Koishikawa","¿Qué me pasa?"
2445,11,474,"Miki Koishikawa","Cuando pienso en Ginta y Arimi juntos, me siento extraña"
2446,11,475,"Miki Koishikawa","Vaya, Cuánta gente viene hoy"
2447,11,475,"Miki Koishikawa","Si, ¿Quién es ahora?"
2448,11,475,"Miki Koishikawa",¡Rokutanda!
2449,11,475,"Yuu Matsuura","Qué, ¿más invitados?"
2450,11,475,"Tsutomu Rokutanda","¿Qué pasa? Ni que hubieras visto un fantasma"
2451,11,475,"Yuu Matsuura","Vale, vale perdona, vaya sorpresa"
2452,11,475,"Ginta Suou","Tsutomu, ¿se puede saber que haces aquí?"
2453,11,475,"Tsutomu Rokutanda","Bueno no sé"
2454,11,475,"Tsutomu Rokutanda","Vi a Ginta y a Arimi en el tren"
2455,11,475,"Tsutomu Rokutanda","En realidad no quería seguiros"
2456,11,475,"Tsutomu Rokutanda","Pero entraron en esta casa"
2457,11,475,"Tsutomu Rokutanda","Eche un vistazo por la ventana y vi que había montado una fiesta"
2458,11,475,"Tsutomu Rokutanda","¡Sois unos egoístas! Por qué no me has invitado sabiendo que siempre voy con Arimi"
2459,11,476,"Tsutomu Rokutanda","Te equivocas, esta era una fiesta solo para Yuu y para mi"
2460,11,477,"Arimi Suzuki","Ala, vaya banquete"
2461,11,477,"Miki Koishikawa","Algunas cosas son de la tienda, pero todo lo demás lo he hecho yo sola"
2462,11,477,"Arimi Suzuki","Qué bien, todo parece delicioso"
2463,11,477,"Tsutomu Rokutanda","Pero el pastel está algo hundido ¿no?"
2464,11,478,"Ginta Suou","Miki, ¿Has hecho esto por Matsuura?"
2465,11,479,"Miki Koishikawa","Bueno que"
2466,11,479,"Miki Koishikawa","¿Enciendes la fiesta?"
2467,11,479,"Tsutomu Rokutanda","Buen día, pero antes que nada vamos a brindar"
2468,11,479,"Arimi Suzuki","Yuu, a tu salud, ¡felicidades!"
2469,11,479,"Miki Koishikawa",¡Felicidades!
2470,11,479,"Ginta Suou",Felicidades
2471,11,479,"Tsutomu Rokutanda",¡Felicidades!
2472,11,479,"Yuu Matsuura","Muchísimas gracias a todos chicos"
2473,11,480,"Ginta Suou","Qué rico"
2474,11,480,"Arimi Suzuki","Ah que bien estaba todo"
2475,11,480,"Ginta Suou",Si
2476,11,480,"Tsutomu Rokutanda","¿Pero la mayoría era comprado no?"
2477,11,480,"Yuu Matsuura","¿Bueno acabamos ya el pastel?"
2478,11,480,"Miki Koishikawa","Yuu, quieres traer platos y tenedores"
2479,11,480,"Yuu Matsuura","Voy, enseguida"
2480,11,480,"Tsutomu Rokutanda","¿Pero esta es La Casa de Miki no?"
2481,11,480,"Tsutomu Rokutanda","Como sabe Yuu dónde están los tenedores"
2482,11,480,"Yuu Matsuura","¿Es qué no te has fijado en la placa de la puerta?"
2483,11,480,"Yuu Matsuura","Esta es mi casa también"
2484,11,480,"Tsutomu Rokutanda","¡Que! Entonces vosotros estáis"
2485,11,480,"Arimi Suzuki","¡Cierra esa bocaza!"
2486,11,480,"Ginta Suou","¡No digas burradas, viven juntos con sus padres!"
2487,11,480,"Tsutomu Rokutanda","¿De dónde habéis salido vosotros?"
2488,11,480,"Tsutomu Rokutanda","¿Hay dos familias viviendo en la misma casa?"
2489,11,480,"Tsutomu Rokutanda","¿Y eso por qué es?"
2490,11,480,"Tsutomu Rokutanda","¿Sois parientes?"
2491,11,480,"Yuu Matsuura","Pues es porque, bah, No me molestaré en explicártelo pregúntale a Ginta"
2492,11,480,"Ginta Suou","Oye yo tampoco quiero explicárselo"
2493,11,480,"Arimi Suzuki","Y a ti que te importa, no es asunto tuyo pesado"
2494,11,480,"Tsutomu Rokutanda","¡Que! Así que lo sabéis todos menos yo, ¿verdad?"
2495,11,480,"Tsutomu Rokutanda","¡Sois unos egoístas!"
2496,11,480,"Arimi Suzuki","¡Cállate de una vez llorica!"
2497,11,480,"Tsutomu Rokutanda","¿Pero tú eres mi primo no?"
2498,11,480,"Ginta Suou","Solo recuerdas que eres mi primo cuando te interesa"
2499,11,480,"Arimi Suzuki","Es verdad, siempre te presentas donde nunca te han llamado y solo haces más que llorar"
2500,11,480,"Yuu Matsuura","Me está dando dolor de cabeza este tío"
2501,11,480,"Miki Koishikawa","A mí también"
2502,11,480,"Miki Koishikawa","¿Cómo hemos llegado a esto?"
2503,11,480,"Tsutomu Rokutanda","Arimi, ¿Cómo puedes decirme eso?"
2504,11,480,"Miki Koishikawa","Vamos, vamos, nos hemos reunido una ocasión especial"
2505,11,480,"Miki Koishikawa","Dejemos de pelear y pasémoslo bien"
2506,11,480,"Miki Koishikawa","¡Ya lo tengo!"
2507,11,480,"Miki Koishikawa","¿Que os parece si jugamos a las cartas?"
2508,11,480,"Miki Koishikawa","Un momento, volveré en un instante"
2509,11,481,"Miki Koishikawa","¿Por qué hago de anfitriona?"
2510,11,482,"Miki Koishikawa","Esto, creo que estaban por aquí"
2511,11,482,"Miki Koishikawa","Salir cartas"
2512,11,482,"Miki Koishikawa","¡Las encontré!"
2513,11,483,"Ginta Suou","Este es el cuarto de Miki"
2514,11,484,"Ginta Suou","Es mucho más femenino de lo que me pensaba¡Ginta!"
2515,11,484,"Miki Koishikawa",¡Ginta!
2516,11,484,"Miki Koishikawa","¡Nunca entres sin mi permiso! ¿Entiendes?"
2517,11,484,"Ginta Suou","No seas tan borde, solo quería echar un vistazo"
2518,11,484,"Miki Koishikawa","¡Ni hablar! Son mis cosas"
2519,11,484,"Miki Koishikawa","Además está desordenado"
2520,11,484,"Ginta Suou","Yuu, ha"
2521,11,484,"Ginta Suou","Yuu sí que ha entrado en tu habitación, ¿verdad?"
2522,11,484,"Miki Koishikawa","En esta casa es posible que alguna vez lo haya hecho, pero"
2523,11,484,"Ginta Suou","Miki, llevas perfume"
2524,11,484,"Miki Koishikawa","No es perfume, es una colonia que me dio Chiyako"
2525,11,484,"Ginta Suou","¿Te lo has puesto por él?"
2526,11,484,"Ginta Suou","Tengo que entrar"
2527,11,484,"Miki Koishikawa","¿Qué haces? ¡Para!"
2528,11,484,"Miki Koishikawa","Si quieres ver uno, dile a Arimi que te enseñe el suyo"
2529,11,484,"Ginta Suou","Entre ella y yo no hay nada boba"
2530,11,484,"Miki Koishikawa","Mientes, si estáis juntos todos los días"
2531,11,484,"Miki Koishikawa","Como hoy"
2532,11,484,"Ginta Suou","Si me dices que no vuelva a verla lo haré encantado"
2533,11,484,"Ginta Suou","Si me escoges a mí te prometo que no volveré ver más a Arimi"
2534,11,484,"Ginta Suou","Pero si le prefieres a él renunciaré a ti"
2535,11,484,"Ginta Suou","Y creo que saldré con ella"
2536,11,484,"Ginta Suou","Tuya es la decisión"
